Handle,Title,Product Description,SKU,Collection,Shipping Measurements,Specifications,Information,Recommendation,Care,Technical information,Measures,Form,Unit per box,Color,Material,Business type,Country of origin,Chipping resistance,Shock resistance,Porosity,Reinforced edges,Dishwasher,Microwave,Conventional oven
101-904424-taza-café-redonda-7-2/3-oz-no-apilable-actualite,TAZA CAFÉ REDONDA 7 2/3 OZ NO APILABLE ACTUALITE,Actualite de Corona. Taza Café de Porcelana No Apilable 7 2/3 oz,101-904424,VAJILLA,40x31x17,,"Colección de vajilla en blanco europea, fabricada en Colombia. Combina la tradición y la modernidad que hacen resaltar lo mejor de las preparaciones gastronómicas. Esta colección tiene una amplia opción de piezas. Es altamente resistente por sus bordes reforzados, es muy util para uso profesional exigente y demandante.","Taza para Café o Té.
El diseño es moderno y limpio, con aspecto de elegante minimalista.
El color es blanco europeo, manteniendo una capa brillante con apariencia llamativa.
Fabricado en porcelana duradera. 
Cocción en alta temperatura para resistir la absorción de humedad.
Producto No Apilable
Horno seguro hasta 350° Fahrenheit","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el esmalte de la vajilla.
Producto no apilable.
Manchas de café, sumergir la pieza afectada en solución al 4% de cloro activo, máximo 20 minutos, luego enjuague y note la diferencia.",TRUE,7 2/3 oz,Redondo,24,Blanco Europeo,Porcelana,"Restaurante, Hotel, Cafetería",Colombia,Alta,Alta,Menor de 1%,Si,Si,Si,Si (Hasta 200°C/392°F)
101-905124-tazon-consome-sin-asas-recto-10-oz-actualite,TAZON CONSOME SIN ASAS RECTO 10 OZ ACTUALITE,Actualite de Corona. Tazón Consomé de Porcelana sin Asas Recto 10 oz,101-905124,VAJILLA,36x23.5x26.5,,"Colección de vajilla en blanco europea, fabricada en Colombia. Combina la tradición y la modernidad que hacen resaltar lo mejor de las preparaciones gastronómicas. Esta colección tiene una amplia opción de piezas. Es altamente resistente por sus bordes reforzados, es muy util para uso profesional exigente y demandante.","Tazón para Consomé sin Asas.
El diseño es moderno y limpio, con aspecto de elegante minimalista.
El color es blanco europeo, manteniendo una capa brillante con apariencia llamativa.
Fabricado en porcelana duradera. 
Cocción en alta temperatura para resistir la absorción de humedad.
Producto Apilable
Horno seguro hasta 350° Fahrenheit","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el esmalte de la vajilla.
Apile por formas y tamaños, no apile piezas mojadas.
Apile hasta 15 piezas en bowls menores de 22 cm.
Para quitar manchas, sumergir la pieza afectada en solución al 4% de cloro activo, máximo 20 minutos, luego enjuague y note la diferencia.",TRUE,10 oz,Redondo,24,Blanco Europeo,Porcelana,"Restaurante, Hotel, Cafetería",Colombia,Alta,Alta,Menor de 1%,Si,Si,Si,Si (Hasta 200°C/392°F)
101-906224-taza-jumbo-14-1/4-oz-actualite,TAZA JUMBO 14 1/4 OZ ACTUALITE,Actualite de Corona. Taza Jumbo de Porcelana No Apilable 14 1/4 oz,101-906224,VAJILLA,39x30x21,,"Colección de vajilla en blanco europea, fabricada en Colombia. Combina la tradición y la modernidad que hacen resaltar lo mejor de las preparaciones gastronómicas. Esta colección tiene una amplia opción de piezas. Es altamente resistente por sus bordes reforzados, es muy util para uso profesional exigente y demandante.","Taza jumbo para gran capacidad.
El diseño es moderno y limpio, con aspecto de elegante minimalista.
El color es blanco europeo, manteniendo una capa brillante con apariencia llamativa.
Fabricado en porcelana duradera. 
Cocción en alta temperatura para resistir la absorción de humedad.
Producto No Apilable
Horno seguro hasta 350° Fahrenheit","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el esmalte de la vajilla.
Producto no apilable.
Manchas de café, sumergir la pieza afectada en solución al 4% de cloro activo, máximo 20 minutos, luego enjuague y note la diferencia.",TRUE,14 1/4 oz,Redondo,24,Blanco Europeo,Porcelana,"Restaurante, Hotel, Cafetería",Colombia,Alta,Alta,Menor de 1%,Si,Si,Si,Si (Hasta 200°C/392°F)
101-906312-tarro-mug-apilable-9-oz-actualite,TARRO MUG APILABLE 9 OZ ACTUALITE,Actualite de Corona. Tarro Mug de Porcelana Apilable 9 oz,101-906312,VAJILLA,36x25x32,,"Colección de vajilla en blanco europea, fabricada en Colombia. Combina la tradición y la modernidad que hacen resaltar lo mejor de las preparaciones gastronómicas. Esta colección tiene una amplia opción de piezas. Es altamente resistente por sus bordes reforzados, es muy util para uso profesional exigente y demandante.","Tarro Mug para gran capacidad.
El diseño es moderno y limpio, con aspecto de elegante minimalista.
El color es blanco europeo, manteniendo una capa brillante con apariencia llamativa.
Fabricado en porcelana duradera. 
Cocción en alta temperatura para resistir la absorción de humedad.
Producto Apilable
Horno seguro hasta 350° Fahrenheit","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el esmalte de la vajilla.
Apile por formas y tamaños, no apile piezas mojadas.
Manchas de café, sumergir la pieza afectada en solución al 4% de cloro activo, máximo 20 minutos, luego enjuague y note la diferencia.",TRUE,9 oz,Redondo,24,Blanco Europeo,Porcelana,"Restaurante, Hotel, Cafetería",Colombia,Alta,Alta,Menor de 1%,Si,Si,Si,Si (Hasta 200°C/392°F)
101-907712-platon-oval-ala-ancha-30-cm-actualite,PLATON OVAL ALA ANCHA 30 CM ACTUALITE,Actualite de Corona. Platón Oval de Porcelana Ala Ancha 30 cm,101-907712,VAJILLA,33x25x26,,"Colección de vajilla en blanco europea, fabricada en Colombia. Combina la tradición y la modernidad que hacen resaltar lo mejor de las preparaciones gastronómicas. Esta colección tiene una amplia opción de piezas. Es altamente resistente por sus bordes reforzados, es muy util para uso profesional exigente y demandante.","Platon Oval con Ala Ancha para presentaciones culinarias.
El diseño es moderno y limpio, con aspecto de elegante minimalista.
El color es blanco europeo, manteniendo una capa brillante con apariencia llamativa.
Fabricado en porcelana duradera. 
Cocción en alta temperatura para resistir la absorción de humedad.
Producto Apilable
Horno seguro hasta 350° Fahrenheit","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el esmalte de la vajilla.
Apile por formas y tamaños, no apile piezas mojadas.
Apile hasta 30 piezas en platos mayores de 22 cm.
Para quitar manchas, sumergir la pieza afectada en solución al 4% de cloro activo, máximo 20 minutos, luego enjuague y note la diferencia.",TRUE,30 cm,Redondo,12,Blanco Europeo,Porcelana,"Restaurante, Hotel, Cafetería",Colombia,Alta,Alta,Menor de 1%,Si,Si,Si,Si (Hasta 200°C/392°F)
101-909012-porta-huevo-2-oz-actualite,PORTA HUEVO 2 OZ ACTUALITE,Actualite de Corona. Porta Huevo de Porcelana 2 oz,101-909012,VAJILLA,32x25x15.5,,"Colección de vajilla en blanco europea, fabricada en Colombia. Combina la tradición y la modernidad que hacen resaltar lo mejor de las preparaciones gastronómicas. Esta colección tiene una amplia opción de piezas. Es altamente resistente por sus bordes reforzados, es muy util para uso profesional exigente y demandante.","Porta Huevo de Porcelana.
El diseño es moderno y limpio, con aspecto de elegante minimalista.
El color es blanco europeo, manteniendo una capa brillante con apariencia llamativa.
Fabricado en porcelana duradera. 
Cocción en alta temperatura para resistir la absorción de humedad.
Producto Apilable
Horno seguro hasta 350° Fahrenheit","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el esmalte de la vajilla.
Apile por formas y tamaños, no apile piezas mojadas.
Apile hasta 15 piezas en piezas menores de 20 cm.
Para quitar manchas, sumergir la pieza afectada en solución al 4% de cloro activo, máximo 20 minutos, luego enjuague y note la diferencia.",TRUE,2 oz,Redonda,24,Blanco Europeo,Porcelana,"Restaurante, Hotel, Cafetería",Colombia,Alta,Alta,Menor de 1%,Si,N/A,N/A,N/A
101-909112-azucarera-porta-sobres-10.5-x-7.5-x-6-cm-actualite,AZUCARERA PORTA SOBRES 10.5 X 7.5 X 6 CM ACTUALITE,Actualite de Corona. Azucarera Portasobres de Porcelana 10.5 x 7.5 x 6 cm,101-909112,VAJILLA,21x15x21,,"Colección de vajilla en blanco europea, fabricada en Colombia. Combina la tradición y la modernidad que hacen resaltar lo mejor de las preparaciones gastronómicas. Esta colección tiene una amplia opción de piezas. Es altamente resistente por sus bordes reforzados, es muy util para uso profesional exigente y demandante.","Ideal para todo tipo de ázucar en sobre.
El diseño es moderno y limpio, con aspecto de elegante minimalista.
El color es blanco europeo, manteniendo una capa brillante con apariencia llamativa.
Fabricado en porcelana duradera. 
Cocción en alta temperatura para resistir la absorción de humedad.
Producto No Apilable
Horno seguro hasta 350° Fahrenheit","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el esmalte de la vajilla.
Producto no apilable
Para quitar manchas, sumergir la pieza afectada en solución al 4% de cloro activo, máximo 20 minutos, luego enjuague y note la diferencia.",TRUE,10.5 x 7.5 x 6 cm,Rectangular,12,Blanco Europeo,Porcelana,"Restaurante, Hotel, Cafetería",Colombia,Alta,Alta,Menor de 1%,Si,Si,Si,Si (Hasta 200°C/392°F)
101-909412-florero-actualite,FLORERO ACTUALITE,Actualite de Corona. Florero de Porcelana,101-909412,VAJILLA,21x15x21,,"Colección de vajilla en blanco europea, fabricada en Colombia. Combina la tradición y la modernidad que hacen resaltar lo mejor de las preparaciones gastronómicas. Esta colección tiene una amplia opción de piezas. Es altamente resistente por sus bordes reforzados, es muy util para uso profesional exigente y demandante.","Florero de Porcelana.
El diseño es moderno y limpio, con aspecto de elegante minimalista.
El color es blanco europeo, manteniendo una capa brillante con apariencia llamativa.
Fabricado en porcelana duradera. 
Cocción en alta temperatura para resistir la absorción de humedad.
Producto No Apilable
Horno seguro hasta 350° Fahrenheit","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el esmalte de la vajilla.
Producto no apilable.
Para quitar manchas, sumergir la pieza afectada en solución al 4% de cloro activo, máximo 20 minutos, luego enjuague y note la diferencia.",TRUE,,Redonda,12,Blanco Europeo,Porcelana,"Restaurante, Hotel, Cafetería",Colombia,Alta,Alta,Menor de 1%,Si,N/A,N/A,N/A
101-909712-plato-gratin-22x11-cm-actualite,PLATO GRATIN 22X11 CM ACTUALITE,Actualite de Corona. Plato de Porcelana Gratín 22 x 11 cm,101-909712,VAJILLA,24x24x15.5,,"Colección de vajilla en blanco europea, fabricada en Colombia. Combina la tradición y la modernidad que hacen resaltar lo mejor de las preparaciones gastronómicas. Esta colección tiene una amplia opción de piezas. Es altamente resistente por sus bordes reforzados, es muy util para uso profesional exigente y demandante.","Plato para gratinar cualquier preparación con aspecto culinario
El diseño es moderno y limpio, con aspecto de elegante minimalista.
El color es blanco europeo, manteniendo una capa brillante con apariencia llamativa.
Fabricado en porcelana duradera. 
Cocción en alta temperatura para resistir la absorción de humedad.
Producto No Apilable
Horno seguro hasta 350° Fahrenheit","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el esmalte de la vajilla.
Apile por formas y tamaños, no apile piezas mojadas.
Apile hasta 30 piezas en platos mayores de 22 cm.
Para quitar manchas, sumergir la pieza afectada en solución al 4% de cloro activo, máximo 20 minutos, luego enjuague y note la diferencia.",TRUE,22 x 11 cm,Ovalado,12,Blanco Europeo,Porcelana,"Restaurante, Hotel, Cafetería",Colombia,Alta,Alta,Menor de 1%,Si,Si,Si,Si (Hasta 200°C/392°F)
4-43324-jarra-1.65-lt-aquatic,JARRA 1.65 LT AQUATIC,Jugs & Pitchers de Pasabahce. Jarra de Vidrio Resistente 1.65 lt,4-43324,CRISTALERIA,43.5x29.5x25,,"Jugs & Pitchers es una línea de Pasabahce una marca turca que fabrica productos resistententes para el uso profesional. Las Jarras de Pasabahce son de vidrio resistente, su transparencia permite ver la bebida que lo contiene. Su diseño es clásico y básico para cualquier tipo de bebida de gran capacidad.","Jarra de Vidrio.
Diseño clásico y básico de Vidrio Resistente.
Esta forma de Jarra es ideal para cualquier tipo de bebida.","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el producto.",TRUE,1.65 lt,Redondo,6,Transparente,Vidrio,"Restaurante, Hotel, Bar",Turquía,N/A,Si,N/A,N/A,Si,N/A,N/A
4-440198-copa-kayla-10-oz,COPA KAYLA 10 OZ,Kayla de Pasabahce. Copa de Coctel de Vidrio Resistente 10 oz,4-440198,CRISTALERIA,32x21.5x17,,"Kayla es una línea de Pasabahce una marca turca que fabrica productos resistententes para el uso profesional. Las Copas de Pasabahce son de vidrio resistente, su transparencia permite ver la bebida que lo contiene. Su diseño es clásico y básico para cualquier tipo de bebida.","Copa de Coctel Kayla de Vidrio
Diseño clásico y básico de Vidrio Resistente.
Esta forma de Copa es ideal para cualquier tipo de bebida.
","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el producto.",TRUE,10 oz,Redondo,6,Transparente,Vidrio,"Restaurante, Hotel, Bar",Turquía,N/A,Si,N/A,N/A,Si,N/A,N/A
4-52820-vaso-high-ball-10-oz-timeless,VASO HIGH BALL 10 OZ TIMELESS,Timeless de Pasabahce. Vaso High Ball de Vidrio Cortado Templado 10 oz,4-52820,CRISTALERIA,44x30x16,,"Timeless es una línea de Pasabahce una marca turca que fabrica productos resistententes para el uso profesional. Una línea con un diseño espectacular, vidrio templado con gran durabilidad, para uso profesional. Su diseño en forma de rombos permiten tener un diseño muy auténtico y original. Un diseño para todos los tiempos.","Vaso High Ball de Vidrio Templado.
Diseño en forma de rombos de Vidrio Cortado.
Esta forma de Vaso es ideal para cualquier tipo de bebida.","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el producto.",TRUE,10 oz,Redondo,24,Transparente,Vidrio Templado,"Restaurante, Hotel, Bar",Turquía,N/A,Si,N/A,N/A,Si,N/A,N/A
4-55052-jarra-1.4-lt-vidrio-casablanca,JARRA 1.4 LT VIDRIO CASABLANCA,Casablanca de Pasabahce. Jarra de Vidrio Resistente 1.4 lt,4-55052,CRISTALERIA,46x31.5x20,,"Casablanca es una línea de Pasabahce una marca turca que fabrica productos resistententes para el uso profesional. Las Jarras de Pasabahce son de vidrio resistente, su transparencia permite ver la bebida que lo contiene. Su diseño es clásico y básico para cualquier tipo de bebida de gran capacidad.","Jarra de Vidrio.
Diseño clásico y básico de Vidrio Resistente.
Esta forma de Jarra es ideal para cualquier tipo de bebida.
","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el producto.",TRUE,1.4 lt,Redondo,6,Transparente,Vidrio,"Restaurante, Hotel, Bar",Turquía,N/A,Si,N/A,N/A,Si,N/A,N/A
4-55129-tarro-cervecero-16-3/4-oz-bira,TARRO CERVECERO 16 3/4 OZ BIRA,Parma de Pasabahce. Tarro Cervecero de Vidrio Resistente 16 3/4 oz,4-55129,CRISTALERIA,45x34.5x15,,"Parma es una línea de Pasabahce una marca turca que fabrica productos resistententes para el uso profesional. Este tarro es pesado, robusto, grande y con mango, el tarro es una pieza divertida y seria a la vez que viene en muchos tamaños y formas. La mejor parte de la utilización de un tarro es que se puede chocar entre sí con más confianza que otros tipos de material de vidrio.","Tarro de Cerveza de Vidrio.
El diseño clásico y básico para Cerveza.
Esta forma de Tarro es ideal para Cerveza de Tipo; Marzen, Pilsner Doppelbock, Larger.
En los tarros es fácil de beber, mantiene el volúmen alto de la cerveza.","Proceso de lavado a mano o en lavavajillas, con detergente líquido con el fin de evitar rayar el producto.",TRUE,16 3/4 oz,Redondo,12,Transparente,Vidrio,"Restaurante, Hotel, Bar",Turquía,N/A,Si,N/A,N/A,Si,N/A,N/A
